README FIRST
-----
Fields:

Registration date
Total usage time	(in hours)
Pets				(YES or NO)
Carpet score		(1 to 9)
Sent for repair		(YES or NO)
Failure date
Battery, Impact sensor and IR sensor status	(OK or Damage)
----
Registration date,Total usage time,Pets,Carpet score,Sent for repair,Failure date,Battery status,Impact status,IR status
25Sep2015,1036,NO,3,NO,---,---,---,---
7Jul2019,207,NO,5,NO,---,---,---,---
6Apr2016,1290,NO,3,NO,---,---,---,---
2Oct2015,2638,YES,2,YES,7Sep2019,Damage,OK,OK
4Nov2018,509,YES,6,NO,---,---,---,---
25Feb2016,537,NO,3,YES,11May2017,OK,OK,Damage
11Jul2016,2002,NO,2,NO,---,---,---,---
4Aug2017,1815,YES,3,NO,---,---,---,---
2Sep2016,1726,YES,3,NO,---,---,---,---
9Oct2015,411,NO,5,YES,6Feb2018,OK,OK,Damage
1May2016,1588,YES,4,NO,---,---,---,---
2Oct2016,2404,YES,6,NO,---,---,---,---
22Nov2017,994,NO,3,NO,---,---,---,---
16Jan2019,468,NO,3,NO,---,---,---,---
1Sep2019,179,YES,2,NO,---,---,---,---
3Mar2019,447,YES,4,NO,---,---,---,---
20Aug2015,2201,NO,2,NO,---,---,---,---
31Mar2018,1128,YES,3,NO,---,---,---,---
14Jun2018,469,NO,4,NO,---,---,---,---
28Feb2015,1664,YES,4,YES,14Sep2016,Damage,OK,OK
8Aug2019,187,YES,2,NO,---,---,---,---
23May2017,363,YES,3,YES,22Mar2018,OK,OK,Damage
1May2016,1805,NO,3,NO,---,---,---,---
13Apr2019,339,NO,4,NO,---,---,---,---
23Feb2016,65,NO,5,YES,4May2016,OK,OK,Damage
17Dec2018,665,YES,3,NO,---,---,---,---
27Mar2018,224,NO,2,NO,---,---,---,---
13Feb2017,1009,NO,3,NO,---,---,---,---
23Jun2015,1033,NO,1,YES,22Nov2019,Damage,OK,OK
7Jan2015,1644,NO,1,NO,---,---,---,---
27Aug2017,1267,NO,2,NO,---,---,---,---
15Aug2017,1094,NO,5,NO,---,---,---,---
25Jan2016,3309,YES,5,NO,---,---,---,---
2Aug2018,880,YES,2,NO,---,---,---,---
22Oct2019,120,YES,4,NO,---,---,---,---
4Aug2017,1616,YES,3,NO,---,---,---,---
15Nov2015,1643,NO,4,NO,---,---,---,---
24Oct2017,1162,NO,6,NO,---,---,---,---
18Oct2018,576,YES,4,NO,---,---,---,---
2May2018,685,NO,5,NO,---,---,---,---
15Feb2016,1862,NO,5,NO,---,---,---,---
23Sep2016,1529,NO,6,NO,---,---,---,---
7Aug2016,1328,NO,5,NO,---,---,---,---
11Jul2019,198,NO,2,NO,---,---,---,---
30Dec2015,1488,YES,3,YES,27Feb2017,Damage,OK,OK
28May2018,1140,YES,4,NO,---,---,---,---
9Sep2015,1598,NO,3,NO,---,---,---,---
15Jul2015,1012,YES,5,YES,17May2016,Damage,OK,OK
19Jun2015,1320,NO,3,NO,---,---,---,---
1Aug2019,392,YES,4,NO,---,---,---,---
20May2016,760,YES,1,YES,4Dec2016,Damage,OK,OK
6Jun2019,360,YES,3,NO,---,---,---,---
12Nov2018,367,NO,4,NO,---,---,---,---
22Dec2018,828,YES,2,NO,---,---,---,---
11Jan2016,2540,YES,4,NO,---,---,---,---
30Mar2015,2166,NO,6,YES,28Sep2018,Damage,OK,OK
12Mar2015,1174,NO,2,YES,25Dec2017,OK,OK,Damage
3Jun2016,1756,NO,1,NO,---,---,---,---
28Sep2016,1763,NO,3,NO,---,---,---,---
8Sep2018,1271,YES,4,NO,---,---,---,---
4Apr2016,2077,NO,2,NO,---,---,---,---
2Aug2017,1342,YES,2,NO,---,---,---,---
18Oct2018,474,NO,4,NO,---,---,---,---
7Mar2018,852,NO,3,NO,---,---,---,---
8Jan2016,2352,YES,1,YES,26May2019,Damage,OK,OK
19Dec2019,25,YES,3,NO,---,---,---,---
1Jan2015,2059,YES,3,YES,7Feb2018,Damage,OK,OK
13Jan2016,1433,YES,5,YES,25Nov2017,Damage,OK,OK
3Mar2018,748,NO,5,NO,---,---,---,---
1Feb2015,936,NO,2,NO,---,---,---,---
18Feb2015,3143,YES,4,YES,12May2019,Damage,OK,OK
14Jan2018,154,NO,3,NO,---,---,---,---
7Nov2017,655,NO,2,NO,---,---,---,---
24Mar2016,861,YES,4,NO,---,---,---,---
7Aug2019,281,YES,1,NO,---,---,---,---
12May2018,1209,YES,2,NO,---,---,---,---
24Mar2018,576,NO,3,NO,---,---,---,---
16Jan2016,1176,NO,2,NO,---,---,---,---
27May2017,646,YES,6,NO,---,---,---,---
7Dec2019,57,YES,3,NO,---,---,---,---
19Dec2019,39,YES,7,NO,---,---,---,---
3Apr2017,1366,YES,2,NO,---,---,---,---
29Jul2018,901,YES,3,NO,---,---,---,---
1Aug2016,1526,YES,3,YES,29Jul2018,Damage,OK,OK
3Mar2019,243,NO,2,NO,---,---,---,---
3Mar2017,2211,YES,3,NO,---,---,---,---
24Dec2019,9,NO,4,NO,---,---,---,---
11Jan2019,459,NO,3,NO,---,---,---,---
6Jun2017,420,NO,5,NO,---,---,---,---
10Sep2017,855,NO,4,NO,---,---,---,---
14Sep2016,1597,NO,4,NO,---,---,---,---
5Apr2015,2108,YES,3,YES,24Jun2017,Damage,OK,OK
17Apr2017,2304,YES,5,NO,---,---,---,---
28Jun2017,1389,NO,3,NO,---,---,---,---
31May2016,753,NO,3,NO,---,---,---,---
18Nov2018,988,YES,3,NO,---,---,---,---
8Jul2016,694,NO,4,NO,---,---,---,---
30Jul2017,1962,YES,3,NO,---,---,---,---
22May2017,1387,NO,4,NO,---,---,---,---
4Nov2018,385,NO,3,NO,---,---,---,---
27Oct2015,2518,YES,3,NO,---,---,---,---
17Mar2017,284,NO,4,NO,---,---,---,---
13Aug2017,623,NO,3,NO,---,---,---,---
20May2017,1057,NO,3,NO,---,---,---,---
15Aug2017,1454,YES,3,YES,3Jul2019,OK,OK,Damage
5Jun2018,668,NO,2,NO,---,---,---,---
4Oct2016,1790,YES,2,NO,---,---,---,---
14Mar2019,147,NO,3,NO,---,---,---,---
11Aug2019,127,NO,3,NO,---,---,---,---
14Jul2015,1516,NO,1,NO,---,---,---,---
13Jan2016,1864,YES,3,YES,15Sep2017,Damage,OK,OK
7Jun2017,1723,YES,5,NO,---,---,---,---
14Aug2016,2655,YES,4,NO,---,---,---,---
11May2017,1621,YES,2,NO,---,---,---,---
6Dec2017,368,NO,4,NO,---,---,---,---
13Feb2016,1153,NO,4,NO,---,---,---,---
2Sep2018,770,NO,3,NO,---,---,---,---
2Oct2015,1583,YES,4,YES,24Apr2017,Damage,OK,OK
27Jun2018,835,NO,2,NO,---,---,---,---
27Apr2016,788,NO,2,YES,8Jan2018,OK,OK,Damage
17Feb2017,1213,YES,2,NO,---,---,---,---
10Aug2018,290,YES,3,YES,30Dec2018,OK,OK,Damage
16May2017,1979,YES,3,NO,---,---,---,---
10Sep2016,1282,NO,4,NO,---,---,---,---
15Mar2016,2916,YES,2,YES,3Mar2019,Damage,OK,OK
30Jan2016,308,NO,3,NO,---,---,---,---
17Mar2016,1100,NO,3,NO,---,---,---,---
28Oct2017,1413,YES,2,NO,---,---,---,---
25Jul2018,573,NO,5,NO,---,---,---,---
17Jul2015,1730,NO,2,NO,---,---,---,---
5Aug2017,151,NO,4,NO,---,---,---,---
6Apr2019,639,YES,2,NO,---,---,---,---
28Jul2018,478,NO,4,NO,---,---,---,---
27Jul2016,1367,NO,4,NO,---,---,---,---
31Jul2015,925,NO,3,NO,---,---,---,---
15Nov2017,922,YES,7,NO,---,---,---,---
27Feb2019,336,NO,3,NO,---,---,---,---
8Aug2017,1718,YES,3,NO,---,---,---,---
21Jun2018,1188,YES,3,NO,---,---,---,---
1Jul2017,1230,YES,3,NO,---,---,---,---
8Oct2016,474,NO,4,NO,---,---,---,---
28Oct2019,106,YES,5,NO,---,---,---,---
12Aug2019,229,YES,2,NO,---,---,---,---
9Jan2016,894,NO,1,YES,6Apr2019,OK,OK,Damage
10Oct2019,65,NO,3,NO,---,---,---,---
15May2019,597,YES,3,NO,---,---,---,---
27Jun2018,1051,YES,4,NO,---,---,---,---
24Jul2017,754,NO,6,NO,---,---,---,---
27May2017,1106,YES,2,NO,---,---,---,---
4Jan2016,1290,NO,1,NO,---,---,---,---
3Jul2015,2270,YES,5,YES,13Jul2019,OK,OK,Damage
12May2017,571,NO,5,NO,---,---,---,---
24Jul2016,1236,NO,2,NO,---,---,---,---
11Nov2018,654,NO,2,NO,---,---,---,---
4Jul2019,340,YES,3,NO,---,---,---,---
4Sep2016,1177,NO,5,YES,13Nov2019,OK,OK,Damage
13Feb2019,322,NO,4,NO,---,---,---,---
6Feb2016,1085,NO,4,NO,---,---,---,---
30Oct2018,473,NO,3,NO,---,---,---,---
20Oct2017,662,NO,3,NO,---,---,---,---
12Feb2017,877,NO,1,NO,---,---,---,---
12Mar2019,269,NO,3,NO,---,---,---,---
8Jun2016,2446,YES,1,YES,12Mar2019,Damage,OK,OK
9May2017,508,NO,2,NO,---,---,---,---
26Nov2018,293,NO,3,NO,---,---,---,---
1Jun2015,2137,NO,4,NO,---,---,---,---
21Dec2016,2746,YES,4,NO,---,---,---,---
24Jun2015,1153,NO,3,YES,7Oct2019,Damage,OK,OK
1Sep2015,1660,NO,2,YES,30Dec2019,Damage,OK,OK
8Feb2016,1492,NO,5,NO,---,---,---,---
15May2016,1347,NO,5,NO,---,---,---,---
30Jun2016,1557,NO,2,NO,---,---,---,---
15Nov2016,1284,NO,2,NO,---,---,---,---
16Jun2017,1427,NO,3,NO,---,---,---,---
24May2019,342,NO,6,NO,---,---,---,---
29Sep2018,557,NO,3,NO,---,---,---,---
11Oct2019,142,YES,2,NO,---,---,---,---
29Aug2016,1658,YES,2,NO,---,---,---,---
13Feb2019,247,NO,4,NO,---,---,---,---
31Aug2015,1140,NO,4,NO,---,---,---,---
16Aug2015,1239,NO,1,NO,---,---,---,---
22Aug2018,519,NO,4,NO,---,---,---,---
28Sep2017,328,NO,4,NO,---,---,---,---
16Jan2018,1102,NO,5,NO,---,---,---,---
13Aug2015,740,NO,3,NO,---,---,---,---
20May2019,198,NO,2,NO,---,---,---,---
19Mar2019,384,NO,3,NO,---,---,---,---
26Mar2015,2393,YES,2,YES,11Jul2019,OK,OK,Damage
15Jul2018,1257,YES,6,NO,---,---,---,---
3Sep2017,881,NO,2,NO,---,---,---,---
23Sep2019,124,NO,4,NO,---,---,---,---
24Jul2019,433,YES,4,NO,---,---,---,---
12Apr2017,1794,YES,3,NO,---,---,---,---
29Oct2018,1142,YES,4,NO,---,---,---,---
11Jul2017,1141,NO,2,NO,---,---,---,---
5Jan2016,1371,NO,6,NO,---,---,---,---
2Aug2018,1646,YES,2,NO,---,---,---,---
3Nov2018,1092,YES,6,YES,9Dec2019,Damage,OK,OK
13Jul2018,861,YES,4,NO,---,---,---,---
16Dec2015,1388,NO,1,NO,---,---,---,---
27Jun2016,1481,NO,5,NO,---,---,---,---
16Aug2016,2819,YES,4,NO,---,---,---,---
10Nov2017,961,NO,2,NO,---,---,---,---
31May2019,289,YES,3,NO,---,---,---,---
21May2019,371,NO,3,NO,---,---,---,---
5Dec2016,1999,YES,4,YES,2Feb2019,Damage,OK,OK
9Sep2018,647,NO,2,NO,---,---,---,---
25Dec2018,726,YES,4,NO,---,---,---,---
15Aug2018,967,YES,4,NO,---,---,---,---
4Dec2016,1297,NO,4,NO,---,---,---,---
28Jun2016,1518,NO,1,NO,---,---,---,---
15Apr2015,1085,YES,3,YES,25Jul2016,Damage,OK,OK
15May2018,455,NO,4,NO,---,---,---,---
28Dec2015,2183,YES,4,YES,23Feb2018,Damage,OK,OK
15Feb2018,202,NO,5,NO,---,---,---,---
10Sep2015,1963,NO,3,NO,---,---,---,---
12Nov2016,791,NO,3,NO,---,---,---,---
27Jul2016,1378,NO,3,NO,---,---,---,---
28Jan2019,278,NO,2,NO,---,---,---,---
3Nov2016,2605,YES,3,NO,---,---,---,---
13Mar2017,1010,NO,2,NO,---,---,---,---
12Mar2017,1873,YES,3,NO,---,---,---,---
3Jan2018,913,NO,2,NO,---,---,---,---
7Jan2017,2526,YES,3,YES,12Jul2019,Damage,OK,OK
16Oct2019,79,NO,5,NO,---,---,---,---
8Nov2019,38,NO,2,NO,---,---,---,---
28Jul2019,158,NO,4,NO,---,---,---,---
1Jun2015,545,YES,3,NO,---,---,---,---
20May2017,718,NO,4,NO,---,---,---,---
11Sep2016,1489,NO,4,NO,---,---,---,---
14May2018,1657,YES,4,NO,---,---,---,---
8Mar2018,1260,YES,2,NO,---,---,---,---
19Apr2019,530,YES,2,NO,---,---,---,---
28Sep2019,112,NO,3,NO,---,---,---,---
14Nov2017,1323,YES,3,NO,---,---,---,---
4Sep2017,1036,NO,3,NO,---,---,---,---
16Sep2019,131,NO,5,NO,---,---,---,---
18Jun2019,361,NO,2,NO,---,---,---,---
19Jan2017,1199,NO,1,NO,---,---,---,---
2Apr2015,1315,NO,3,YES,10Jul2019,OK,OK,Damage
22Nov2018,998,YES,3,NO,---,---,---,---
18Aug2019,125,NO,2,NO,---,---,---,---
20Nov2016,1671,YES,3,YES,16Nov2019,Damage,OK,OK
23Mar2016,633,NO,3,NO,---,---,---,---
10Jun2015,1362,NO,1,NO,---,---,---,---
15Dec2016,1050,NO,4,NO,---,---,---,---
30Nov2015,1073,NO,4,NO,---,---,---,---
1Sep2015,733,NO,4,NO,---,---,---,---
15Apr2016,2901,YES,3,NO,---,---,---,---
7Oct2017,1659,YES,2,NO,---,---,---,---
28Sep2015,2093,NO,5,NO,---,---,---,---
25Oct2019,201,YES,2,NO,---,---,---,---
21Sep2019,250,YES,2,NO,---,---,---,---
17Dec2019,15,NO,2,NO,---,---,---,---
13Jul2018,528,NO,2,NO,---,---,---,---
15Sep2015,1697,YES,5,YES,8Jul2018,Damage,OK,OK
17Jan2015,1776,NO,4,NO,---,---,---,---
7Jun2018,540,NO,3,NO,---,---,---,---
28May2018,1325,YES,4,NO,---,---,---,---
3Aug2019,231,YES,2,NO,---,---,---,---
15Jan2017,1705,YES,3,NO,---,---,---,---
10Feb2017,1271,NO,4,NO,---,---,---,---
8Sep2017,852,NO,2,NO,---,---,---,---
25Jan2017,818,NO,2,NO,---,---,---,---
28Jun2015,1958,NO,2,NO,---,---,---,---
25Nov2016,1861,YES,5,NO,---,---,---,---
28Dec2015,2569,YES,5,NO,---,---,---,---
16Aug2018,569,NO,5,NO,---,---,---,---
21Jan2015,1778,YES,4,YES,14Aug2016,Damage,OK,OK
5Aug2019,67,YES,5,NO,---,---,---,---
2Jul2019,443,YES,3,NO,---,---,---,---
9Oct2018,558,NO,3,NO,---,---,---,---
5Oct2019,275,YES,2,NO,---,---,---,---
16Feb2018,1600,YES,4,NO,---,---,---,---
12Apr2018,471,NO,2,NO,---,---,---,---
27Nov2016,1376,NO,4,NO,---,---,---,---
30Apr2015,1515,NO,3,NO,---,---,---,---
15Jun2018,993,YES,4,NO,---,---,---,---
21Aug2015,1569,NO,2,NO,---,---,---,---
15Jun2016,1726,NO,3,NO,---,---,---,---
28Feb2018,1181,YES,5,NO,---,---,---,---
13Dec2016,1275,YES,2,NO,---,---,---,---
9May2015,2942,YES,2,NO,---,---,---,---
26Apr2019,248,YES,3,NO,---,---,---,---
4Dec2016,1114,NO,2,NO,---,---,---,---
9May2018,789,NO,3,NO,---,---,---,---
8Feb2015,526,NO,3,YES,30Nov2018,OK,OK,Damage
22Dec2017,1014,NO,3,NO,---,---,---,---
19May2016,1186,NO,4,NO,---,---,---,---
29Dec2016,1036,NO,3,NO,---,---,---,---
24Sep2015,2892,YES,4,YES,11Jan2019,Damage,OK,OK
13Feb2019,422,NO,1,NO,---,---,---,---
14Sep2015,696,NO,2,YES,18Mar2018,Damage,OK,OK
18Jul2019,152,NO,5,NO,---,---,---,---
2Jul2019,239,NO,2,NO,---,---,---,---
18Dec2015,1391,NO,1,NO,---,---,---,---
29Aug2017,1777,YES,2,NO,---,---,---,---
11Aug2017,1234,YES,3,NO,---,---,---,---
20Oct2015,1406,NO,3,NO,---,---,---,---
6Aug2017,1701,YES,4,NO,---,---,---,---
14Feb2016,1273,NO,2,NO,---,---,---,---
29May2016,2569,YES,3,NO,---,---,---,---
8Jul2017,972,NO,1,NO,---,---,---,---
18Oct2015,1192,NO,3,NO,---,---,---,---
9Aug2019,208,NO,4,NO,---,---,---,---
30Jun2017,820,NO,2,NO,---,---,---,---
28Jan2018,1511,YES,2,YES,31Oct2019,OK,OK,Damage
20Sep2018,388,NO,1,NO,---,---,---,---
31Jan2018,1011,YES,3,YES,12Oct2019,OK,OK,Damage
26Aug2019,85,NO,3,NO,---,---,---,---
27May2015,2484,YES,4,YES,14Nov2019,Damage,OK,OK
21Feb2015,1370,NO,4,YES,21Oct2019,OK,OK,Damage
15Sep2017,1085,NO,6,NO,---,---,---,---
16Mar2016,1180,NO,5,NO,---,---,---,---
23Mar2018,432,NO,3,NO,---,---,---,---
20Nov2016,1095,NO,2,NO,---,---,---,---
27Mar2015,1755,NO,2,YES,29Aug2019,OK,OK,OK
29Mar2015,1488,YES,3,YES,13Jun2016,Damage,OK,OK
25Oct2019,90,NO,2,NO,---,---,---,---
18Feb2016,1004,NO,4,NO,---,---,---,---
21Jan2015,1919,NO,1,NO,---,---,---,---
3Feb2016,1503,NO,3,NO,---,---,---,---
13Apr2015,2260,YES,4,YES,1Sep2017,OK,Damage,OK
5Mar2016,2869,YES,5,NO,---,---,---,---
5Jan2017,1261,YES,1,NO,---,---,---,---
27Jan2015,1204,NO,2,YES,27Feb2019,OK,OK,OK
22Oct2016,617,NO,3,NO,---,---,---,---
3Dec2017,872,YES,4,NO,---,---,---,---
11Jan2018,738,YES,5,YES,3Oct2018,OK,OK,Damage
26Apr2016,2230,YES,5,YES,17Aug2018,Damage,OK,OK
17May2018,1065,YES,3,NO,---,---,---,---
5Sep2019,134,NO,2,NO,---,---,---,---
7Jan2015,1851,NO,3,NO,---,---,---,---
8Dec2018,403,NO,3,NO,---,---,---,---
13Jan2019,984,YES,2,NO,---,---,---,---
14May2015,1716,NO,3,NO,---,---,---,---
1Nov2017,1482,YES,5,NO,---,---,---,---
11Sep2017,736,NO,5,NO,---,---,---,---
9Sep2015,1854,YES,2,YES,31Oct2017,Damage,OK,OK
19May2016,1989,YES,4,YES,17Aug2018,Damage,OK,OK
4Oct2016,1167,NO,4,NO,---,---,---,---
24Jan2019,292,NO,6,NO,---,---,---,---
10Nov2015,2369,YES,2,YES,13May2019,Damage,OK,OK
9Aug2017,849,NO,4,YES,13Oct2019,Damage,OK,OK
28Oct2018,371,NO,3,NO,---,---,---,---
11Jun2016,1483,NO,1,NO,---,---,---,---
8Mar2017,1421,NO,3,NO,---,---,---,---
7May2018,660,NO,3,NO,---,---,---,---
9Mar2015,2582,YES,4,NO,---,---,---,---
20Oct2017,1363,YES,6,YES,4May2019,Damage,OK,OK
30Aug2019,130,NO,5,NO,---,---,---,---
4Mar2017,1361,NO,3,NO,---,---,---,---
6Sep2019,107,NO,3,NO,---,---,---,---
22Nov2019,23,NO,3,NO,---,---,---,---
20May2018,805,YES,4,NO,---,---,---,---
28Jun2016,1344,NO,2,NO,---,---,---,---
16Jan2016,1906,NO,4,NO,---,---,---,---
5Aug2016,1773,YES,2,NO,---,---,---,---
10Apr2019,275,NO,3,NO,---,---,---,---
22Apr2015,2214,NO,3,NO,---,---,---,---
29Nov2015,1336,NO,3,NO,---,---,---,---
2Jun2017,1578,YES,2,NO,---,---,---,---
9Sep2016,1387,NO,3,NO,---,---,---,---
25Jan2019,282,NO,2,NO,---,---,---,---
9May2019,190,YES,2,NO,---,---,---,---
4Feb2015,1918,NO,3,YES,3Aug2019,OK,OK,OK
14Feb2019,303,NO,4,NO,---,---,---,---
2Jan2017,713,NO,3,NO,---,---,---,---
12May2018,506,NO,2,NO,---,---,---,---
5Aug2015,867,YES,2,YES,2Dec2017,OK,OK,Damage
19May2017,627,NO,2,NO,---,---,---,---
17Aug2019,308,YES,3,NO,---,---,---,---
15Nov2017,761,NO,4,NO,---,---,---,---
25Jul2019,309,YES,2,NO,---,---,---,---
11Oct2018,345,NO,5,NO,---,---,---,---
26Feb2018,1460,YES,2,NO,---,---,---,---
21Dec2018,760,YES,5,NO,---,---,---,---
14Aug2019,425,YES,4,NO,---,---,---,---
28Oct2015,1985,YES,3,NO,---,---,---,---
19Dec2015,1493,NO,4,NO,---,---,---,---
28Jun2015,1687,NO,4,NO,---,---,---,---
22Feb2019,577,NO,3,NO,---,---,---,---
11Jan2019,425,NO,2,NO,---,---,---,---
24May2016,2846,YES,2,NO,---,---,---,---
30Mar2017,1239,NO,2,NO,---,---,---,---
16Feb2018,491,NO,2,NO,---,---,---,---
8Nov2016,2266,YES,3,NO,---,---,---,---
29Nov2016,3008,YES,2,NO,---,---,---,---
28Jul2019,163,NO,2,NO,---,---,---,---
13Dec2016,877,YES,2,NO,---,---,---,---
9May2015,2043,NO,4,NO,---,---,---,---
15Jul2018,516,NO,2,NO,---,---,---,---
19Jun2018,395,NO,3,NO,---,---,---,---
25Jun2015,1405,YES,3,YES,27Dec2016,Damage,OK,OK
9Mar2015,2307,NO,3,NO,---,---,---,---
2Jan2017,1162,NO,2,NO,---,---,---,---
22Jan2015,2488,YES,6,YES,29Dec2018,Damage,OK,OK
2Nov2017,525,NO,2,YES,21Jan2019,OK,OK,Damage
22Sep2019,138,NO,3,NO,---,---,---,---
18Sep2016,2178,YES,2,YES,19Dec2019,OK,Damage,OK
22Mar2016,1559,NO,2,NO,---,---,---,---
16Sep2017,591,NO,3,YES,5May2019,OK,OK,Damage
3Aug2015,2411,YES,3,YES,6Jan2018,Damage,OK,OK
15Nov2016,1232,NO,1,NO,---,---,---,---
21Aug2016,1317,YES,3,YES,16Oct2017,Damage,OK,OK
26Sep2019,97,NO,3,NO,---,---,---,---
21Jul2019,227,NO,2,NO,---,---,---,---
24Oct2018,447,NO,4,NO,---,---,---,---
16Oct2018,849,YES,2,NO,---,---,---,---
29Dec2019,2,NO,2,NO,---,---,---,---
25Nov2017,1406,YES,1,NO,---,---,---,---
25Jan2016,807,NO,3,NO,---,---,---,---
1Sep2015,1158,NO,4,NO,---,---,---,---
17Dec2018,397,NO,5,NO,---,---,---,---
28Nov2019,54,YES,2,NO,---,---,---,---
29Nov2019,30,NO,5,NO,---,---,---,---
18Aug2015,1328,NO,2,YES,24Feb2018,OK,OK,Damage
2Feb2018,884,NO,4,NO,---,---,---,---
17Apr2019,245,YES,2,NO,---,---,---,---
12Sep2015,2043,YES,3,YES,13Oct2017,Damage,OK,OK
31Oct2016,714,NO,6,NO,---,---,---,---
14Oct2015,3075,YES,4,YES,5Dec2019,Damage,OK,OK
28Mar2017,1226,NO,3,NO,---,---,---,---
6Jun2017,1357,YES,1,NO,---,---,---,---
2Oct2019,95,NO,4,NO,---,---,---,---
11Jul2019,449,YES,7,NO,---,---,---,---
13Sep2019,108,NO,2,NO,---,---,---,---
13Nov2018,666,NO,3,NO,---,---,---,---
18Jun2015,522,NO,5,YES,6Sep2016,OK,OK,Damage
30Jan2015,2890,YES,7,YES,7Feb2019,Damage,OK,OK
31Aug2016,945,NO,2,NO,---,---,---,---
17Mar2016,2616,YES,2,YES,21Sep2019,OK,Damage,OK
17Dec2018,316,NO,1,NO,---,---,---,---
25Jun2017,863,NO,4,NO,---,---,---,---
27Jul2017,765,YES,3,YES,17Jul2018,Damage,OK,OK
13May2015,2486,NO,5,NO,---,---,---,---
22Sep2016,887,NO,3,NO,---,---,---,---
13Oct2018,460,NO,4,NO,---,---,---,---
4Dec2016,1322,YES,5,NO,---,---,---,---
13Jan2015,2049,YES,4,YES,10Apr2017,Damage,OK,OK
4Aug2018,1590,YES,1,NO,---,---,---,---
14Oct2017,530,NO,6,NO,---,---,---,---
8May2015,1461,NO,3,NO,---,---,---,---
27Sep2016,1126,YES,2,YES,13Sep2017,Damage,OK,OK
24Jan2017,1889,YES,4,NO,---,---,---,---
23Jul2016,1446,NO,3,NO,---,---,---,---
8Sep2018,497,NO,3,NO,---,---,---,---
10Dec2016,1965,YES,4,NO,---,---,---,---
5Feb2018,705,NO,3,NO,---,---,---,---
12Feb2018,389,NO,2,NO,---,---,---,---
5Jan2019,949,YES,4,NO,---,---,---,---
9Apr2018,800,YES,2,NO,---,---,---,---
25May2018,506,NO,3,NO,---,---,---,---
20Jan2017,1140,NO,6,NO,---,---,---,---
26Apr2018,740,NO,2,NO,---,---,---,---
19Feb2015,1556,NO,3,NO,---,---,---,---
29Jan2019,298,NO,5,NO,---,---,---,---
18May2015,1198,NO,3,NO,---,---,---,---
4Jul2019,277,NO,3,NO,---,---,---,---
10May2015,2868,YES,2,YES,23Jan2019,Damage,OK,OK
15Dec2015,1195,NO,3,NO,---,---,---,---
19Nov2018,549,YES,6,NO,---,---,---,---
6Jan2016,1952,NO,3,NO,---,---,---,---
7Jan2017,1139,NO,3,NO,---,---,---,---
25Mar2017,1762,YES,4,NO,---,---,---,---
12Jan2018,768,NO,4,NO,---,---,---,---
18Nov2017,1054,NO,2,NO,---,---,---,---
19Apr2015,2356,NO,4,NO,---,---,---,---
30Nov2015,1430,NO,4,NO,---,---,---,---
24Jun2016,1704,YES,3,YES,22Mar2018,Damage,OK,OK
17Nov2016,1183,YES,4,NO,---,---,---,---
26Jul2018,791,YES,5,NO,---,---,---,---
17Aug2015,1785,NO,5,NO,---,---,---,---
22Feb2017,733,NO,2,NO,---,---,---,---
25Feb2015,1437,NO,5,NO,---,---,---,---
9Apr2017,752,NO,4,NO,---,---,---,---
21Dec2018,792,YES,1,NO,---,---,---,---
10May2017,1502,YES,7,YES,14Jul2019,OK,OK,Damage
7Mar2016,2608,YES,3,NO,---,---,---,---
8Jun2019,309,YES,2,NO,---,---,---,---
18Aug2015,405,YES,3,YES,6Feb2016,OK,OK,Damage
6May2016,1678,YES,3,YES,7Feb2018,Damage,OK,OK
31May2019,231,NO,3,NO,---,---,---,---
2Oct2018,303,NO,3,NO,---,---,---,---
28Jun2015,1972,NO,2,NO,---,---,---,---
29Jan2019,538,NO,5,NO,---,---,---,---
17Apr2019,224,NO,5,NO,---,---,---,---
2Aug2015,1257,NO,3,NO,---,---,---,---
8Sep2015,459,NO,2,NO,---,---,---,---
28Sep2017,540,NO,5,NO,---,---,---,---
18Apr2015,1578,NO,2,NO,---,---,---,---
23Jun2017,1564,YES,4,NO,---,---,---,---
14Jan2015,2676,YES,5,YES,21Mar2018,Damage,OK,OK
29Mar2019,146,NO,4,NO,---,---,---,---
25Apr2015,1734,NO,3,YES,22Oct2019,Damage,OK,OK
6Feb2019,284,NO,3,NO,---,---,---,---
11Sep2017,870,NO,6,NO,---,---,---,---
30Jun2017,1027,NO,6,NO,---,---,---,---
10Feb2015,2664,YES,2,YES,24Nov2018,Damage,OK,OK
8Oct2017,1140,YES,2,NO,---,---,---,---
7Aug2018,492,NO,4,NO,---,---,---,---
6Mar2016,2085,NO,6,NO,---,---,---,---
22Jan2019,908,YES,4,NO,---,---,---,---
8Feb2017,912,NO,2,NO,---,---,---,---
28Oct2017,157,NO,5,NO,---,---,---,---
4Oct2015,2043,YES,4,YES,14Aug2017,Damage,OK,OK
22Dec2015,2141,YES,2,NO,---,---,---,---
1Nov2015,1291,NO,3,NO,---,---,---,---
5Mar2019,211,NO,3,NO,---,---,---,---
22Jul2015,2056,YES,3,YES,19Feb2018,Damage,OK,OK
4May2016,1599,YES,2,NO,---,---,---,---
29Dec2018,499,NO,2,NO,---,---,---,---
29Jun2016,1183,NO,4,NO,---,---,---,---
4May2019,640,YES,3,NO,---,---,---,---
13Mar2015,1673,NO,2,NO,---,---,---,---
12Sep2016,1544,NO,3,NO,---,---,---,---
